 ,Label,Area,X,Y,BX,BY,Width,Height,7128.587,,Width
21,0.14;100%;1P;I08-1.tif,25.662,1293.111,119.998,1289.529,118.207,7.164,3.582,,5835.476,7.164
22,0.14;100%;1P;I08-1.tif,141.14,2940.68,124.882,2933.679,118.207,14.328,14.328,,4187.907,14.328
23,0.14;100%;1P;I08-1.tif,12.831,1036.996,127.162,1035.205,125.371,3.582,3.582,,6091.591,3.582
24,0.14;100%;1P;I08-1.tif,12.831,2168.917,127.162,2167.126,125.371,3.582,3.582,,4959.67,3.582
25,0.14;100%;1P;I08-1.tif,12.831,173.728,130.744,171.937,128.953,3.582,3.582,,6954.859,3.582
26,0.14;100%;1P;I08-1.tif,12.831,1427.437,130.744,1425.646,128.953,3.582,3.582,,5701.15,3.582
27,0.14;100%;1P;I08-1.tif,12.831,2469.807,134.326,2468.016,132.535,3.582,3.582,,4658.78,3.582
28,0.14;100%;1P;I08-1.tif,12.831,646.556,137.908,644.765,136.117,3.582,3.582,,6482.031,3.582
29,0.14;100%;1P;I08-1.tif,12.831,1352.215,162.982,1350.424,161.191,3.582,3.582,,5776.372,3.582
30,0.14;100%;1P;I08-1.tif,153.971,1816.684,167.46,1808.923,161.191,14.328,14.328,,5311.903,14.328
31,0.14;100%;1P;I08-1.tif,12.831,2315.78,166.564,2313.989,164.773,3.582,3.582,,4812.807,3.582
32,0.14;100%;1P;I08-1.tif,102.647,384.172,177.31,376.113,171.937,14.328,10.746,,6744.415,14.328
33,0.14;100%;1P;I08-1.tif,25.662,2233.393,175.519,2231.602,171.937,3.582,7.164,,4895.194,3.582
34,0.14;100%;1P;I08-1.tif,12.831,2652.49,173.728,2650.699,171.937,3.582,3.582,,4476.097,3.582
35,0.14;100%;1P;I08-1.tif,64.155,1656.687,180.892,1651.314,175.519,10.746,10.746,,5471.9,10.746
36,0.14;100%;1P;I08-1.tif,12.831,639.392,188.056,637.601,186.265,3.582,3.582,,6489.195,3.582
37,0.14;100%;1P;I08-1.tif,12.831,1599.374,198.802,1597.583,197.011,3.582,3.582,,5529.213,3.582
38,0.14;100%;1P;I08-1.tif,38.493,1225.65,203.578,1221.471,200.593,7.164,7.164,,5902.937,7.164
39,0.14;100%;1P;I08-1.tif,12.831,2398.166,202.384,2396.375,200.593,3.582,3.582,,4730.421,3.582
40,0.14;100%;1P;I08-1.tif,12.831,1294.902,205.966,1293.111,204.175,3.582,3.582,,5833.685,3.582
41,0.14;100%;1P;I08-1.tif,51.324,2084.739,207.757,2081.157,204.175,7.164,7.164,,5043.848,7.164
42,0.14;100%;1P;I08-1.tif,12.831,130.744,209.549,128.953,207.757,3.582,3.582,,6997.843,3.582
43,0.14;100%;1P;I08-1.tif,12.831,1649.523,209.549,1647.732,207.757,3.582,3.582,,5479.064,3.582
44,0.14;100%;1P;I08-1.tif,64.155,2252.736,213.847,2249.512,207.757,7.164,10.746,,4875.851,7.164
45,0.14;100%;1P;I08-1.tif,25.662,2704.429,209.549,2700.847,207.757,7.164,3.582,,4424.158,7.164
46,0.14;100%;1P;I08-1.tif,64.155,1577.166,218.862,1572.509,214.922,10.746,7.164,,5551.421,10.746
47,0.14;100%;1P;I08-1.tif,25.662,1156.994,223.877,1153.412,222.086,7.164,3.582,,5971.593,7.164
48,0.14;100%;1P;I08-1.tif,38.493,2031.606,226.265,2027.427,222.086,7.164,7.164,,5096.981,7.164
49,0.14;100%;1P;I08-1.tif,12.831,1853.698,234.623,1851.907,232.832,3.582,3.582,,5274.889,3.582
50,0.14;100%;1P;I08-1.tif,192.464,471.753,251.339,462.081,243.578,17.91,14.328,,6656.834,17.91
51,0.14;100%;1P;I08-1.tif,12.831,499.693,245.369,497.902,243.578,3.582,3.582,,6628.894,3.582
52,0.14;100%;1P;I08-1.tif,25.662,1355.797,250.742,1354.006,247.16,3.582,7.164,,5772.79,3.582
53,0.14;100%;1P;I08-1.tif,25.662,3385.014,256.115,3381.432,254.324,7.164,3.582,,3743.573,7.164
54,0.14;100%;1P;I08-1.tif,12.831,1713.999,259.697,1712.208,257.906,3.582,3.582,,5414.588,3.582
55,0.14;100%;1P;I08-1.tif,12.831,69.85,263.279,68.058,261.488,3.582,3.582,,7058.737,3.582
56,0.14;100%;1P;I08-1.tif,12.831,306.263,266.861,304.472,265.07,3.582,3.582,,6822.324,3.582
57,0.14;100%;1P;I08-1.tif,38.493,1142.069,269.249,1139.084,265.07,7.164,7.164,,5986.518,7.164
58,0.14;100%;1P;I08-1.tif,51.324,1848.325,275.816,1844.743,272.234,7.164,7.164,,5280.262,7.164
59,0.14;100%;1P;I08-1.tif,25.662,2151.006,279.398,2149.215,275.816,3.582,7.164,,4977.581,3.582
60,0.14;100%;1P;I08-1.tif,12.831,703.868,295.517,702.077,293.726,3.582,3.582,,6424.719,3.582
61,0.14;100%;1P;I08-1.tif,51.324,1063.862,304.472,1060.28,300.89,7.164,7.164,,6064.725,7.164
62,0.14;100%;1P;I08-1.tif,12.831,1663.851,309.845,1662.06,308.054,3.582,3.582,,5464.736,3.582
63,0.14;100%;1P;I08-1.tif,12.831,399.396,320.591,397.605,318.8,3.582,3.582,,6729.191,3.582
64,0.14;100%;1P;I08-1.tif,25.662,2596.969,320.591,2593.387,318.8,7.164,3.582,,4531.618,7.164
65,0.14;100%;1P;I08-1.tif,12.831,1119.383,324.173,1117.592,322.382,3.582,3.582,,6009.204,3.582
66,0.14;100%;1P;I08-1.tif,25.662,3453.073,327.755,3449.491,325.964,7.164,3.582,,3675.514,7.164
67,0.14;100%;1P;I08-1.tif,12.831,1366.543,334.919,1364.752,333.128,3.582,3.582,,5762.044,3.582
68,0.14;100%;1P;I08-1.tif,12.831,3017.857,334.919,3016.066,333.128,3.582,3.582,,4110.73,3.582
69,0.14;100%;1P;I08-1.tif,89.816,490.482,342.595,483.573,336.71,14.328,10.746,,6638.105,14.328
70,0.14;100%;1P;I08-1.tif,25.662,1429.228,356.412,1425.646,354.621,7.164,3.582,,5699.359,7.164
71,0.14;100%;1P;I08-1.tif,64.155,1645.224,361.426,1640.568,358.203,10.746,7.164,,5483.363,10.746
72,0.14;100%;1P;I08-1.tif,12.831,1742.656,367.158,1740.864,365.367,3.582,3.582,,5385.931,3.582
73,0.14;100%;1P;I08-1.tif,38.493,363.576,374.322,361.785,368.949,3.582,10.746,,6765.011,3.582
74,0.14;100%;1P;I08-1.tif,12.831,1466.84,381.486,1465.049,379.695,3.582,3.582,,5661.747,3.582
75,0.14;100%;1P;I08-1.tif,12.831,1918.175,381.486,1916.384,379.695,3.582,3.582,,5210.412,3.582
76,0.14;100%;1P;I08-1.tif,25.662,891.924,385.068,888.342,383.277,7.164,3.582,,6236.663,7.164
77,0.14;100%;1P;I08-1.tif,12.831,646.556,395.814,644.765,394.023,3.582,3.582,,6482.031,3.582
78,0.14;100%;1P;I08-1.tif,76.985,1724.148,398.799,1719.372,394.023,10.746,10.746,,5404.439,10.746
79,0.14;100%;1P;I08-1.tif,12.831,1782.058,402.978,1780.267,401.187,3.582,3.582,,5346.529,3.582
80,0.14;100%;1P;I08-1.tif,12.831,2630.998,402.978,2629.207,401.187,3.582,3.582,,4497.589,3.582
81,0.14;100%;1P;I08-1.tif,12.831,711.032,413.724,709.241,411.933,3.582,3.582,,6417.555,3.582
82,0.14;100%;1P;I08-1.tif,25.662,719.987,413.724,716.405,411.933,7.164,3.582,,6408.6,7.164
83,0.14;100%;1P;I08-1.tif,25.662,2446.524,413.724,2442.942,411.933,7.164,3.582,,4682.063,7.164
84,0.14;100%;1P;I08-1.tif,25.662,519.394,420.888,515.812,419.097,7.164,3.582,,6609.193,7.164
85,0.14;100%;1P;I08-1.tif,12.831,1187.442,420.888,1185.651,419.097,3.582,3.582,,5941.145,3.582
86,0.14;100%;1P;I08-1.tif,25.662,789.837,426.261,788.046,422.679,3.582,7.164,,6338.75,3.582
87,0.14;100%;1P;I08-1.tif,12.831,1717.581,424.47,1715.79,422.679,3.582,3.582,,5411.006,3.582
88,0.14;100%;1P;I08-1.tif,38.493,2112.798,425.664,2109.813,422.679,7.164,7.164,,5015.789,7.164
89,0.14;100%;1P;I08-1.tif,12.831,87.76,428.052,85.969,426.261,3.582,3.582,,7040.827,3.582
90,0.14;100%;1P;I08-1.tif,12.831,628.646,428.052,626.855,426.261,3.582,3.582,,6499.941,3.582
91,0.14;100%;1P;I08-1.tif,12.831,968.938,431.634,967.147,429.843,3.582,3.582,,6159.649,3.582
92,0.14;100%;1P;I08-1.tif,179.633,2543.238,439.054,2536.074,429.843,14.328,17.91,,4585.349,14.328
93,0.14;100%;1P;I08-1.tif,25.662,1357.588,437.007,1354.006,433.425,7.164,7.164,,5770.999,7.164
94,0.14;100%;1P;I08-1.tif,25.662,211.34,438.798,207.757,437.007,7.164,3.582,,6917.247,7.164
95,0.14;100%;1P;I08-1.tif,256.618,481.066,446.32,469.245,437.007,21.492,17.91,,6647.521,21.492
96,0.14;100%;1P;I08-1.tif,141.14,1724.42,447.265,1719.372,440.589,10.746,14.328,,5404.167,10.746
97,0.14;100%;1P;I08-1.tif,397.758,656.608,458.557,644.765,444.171,25.074,28.656,,6471.979,25.074
98,0.14;100%;1P;I08-1.tif,12.831,3311.583,445.962,3309.792,444.171,3.582,3.582,,3817.004,3.582
99,0.14;100%;1P;I08-1.tif,12.831,1889.519,449.544,1887.728,447.753,3.582,3.582,,5239.068,3.582
100,0.14;100%;1P;I08-1.tif,12.831,1162.367,453.126,1160.576,451.335,3.582,3.582,,5966.22,3.582
101,0.14;100%;1P;I08-1.tif,12.831,442.38,463.872,440.589,462.081,3.582,3.582,,6686.207,3.582
102,0.14;100%;1P;I08-1.tif,230.956,3535.857,488.35,3528.295,476.409,17.91,25.074,,3592.73,17.91
103,0.14;100%;1P;I08-1.tif,230.956,654.914,492.33,641.183,479.991,28.656,21.492,,6473.673,28.656
104,0.14;100%;1P;I08-1.tif,12.831,392.232,485.364,390.441,483.573,3.582,3.582,,6736.355,3.582
105,0.14;100%;1P;I08-1.tif,64.155,3551.578,492.529,3549.787,483.573,3.582,17.91,,3577.009,3.582
106,0.14;100%;1P;I08-1.tif,51.324,3220.241,494.32,3216.659,490.738,7.164,7.164,,3908.346,7.164
107,0.14;100%;1P;I08-1.tif,12.831,1287.738,496.111,1285.947,494.32,3.582,3.582,,5840.849,3.582
108,0.14;100%;1P;I08-1.tif,12.831,1302.066,499.693,1300.275,497.902,3.582,3.582,,5826.521,3.582
109,0.14;100%;1P;I08-1.tif,12.831,1398.781,499.693,1396.99,497.902,3.582,3.582,,5729.806,3.582
110,0.14;100%;1P;I08-1.tif,25.662,3542.623,503.275,3539.041,501.484,7.164,3.582,,3585.964,7.164
111,0.14;100%;1P;I08-1.tif,12.831,514.021,506.857,512.23,505.066,3.582,3.582,,6614.566,3.582
112,0.14;100%;1P;I08-1.tif,12.831,2408.912,514.021,2407.121,512.23,3.582,3.582,,4719.675,3.582
113,0.14;100%;1P;I08-1.tif,64.155,3377.492,522.618,3374.268,515.812,7.164,14.328,,3751.095,7.164
114,0.14;100%;1P;I08-1.tif,25.662,2326.526,530.14,2324.735,526.558,3.582,7.164,,4802.061,3.582
115,0.14;100%;1P;I08-1.tif,12.831,1667.433,535.513,1665.642,533.722,3.582,3.582,,5461.154,3.582
116,0.14;100%;1P;I08-1.tif,218.125,2781.654,543.309,2768.906,537.304,25.074,10.746,,4346.933,25.074
117,0.14;100%;1P;I08-1.tif,51.324,773.718,548.05,770.136,544.468,7.164,7.164,,6354.869,7.164
118,0.14;100%;1P;I08-1.tif,12.831,750.434,557.005,748.643,555.214,3.582,3.582,,6378.153,3.582
119,0.14;100%;1P;I08-1.tif,25.662,2858.457,557.005,2854.874,555.214,7.164,3.582,,4270.13,7.164
120,0.14;100%;1P;I08-1.tif,12.831,1054.907,560.587,1053.116,558.796,3.582,3.582,,6073.68,3.582
121,0.14;100%;1P;I08-1.tif,12.831,1341.469,571.333,1339.678,569.542,3.582,3.582,,5787.118,3.582
122,0.14;100%;1P;I08-1.tif,12.831,2785.025,578.497,2783.234,576.706,3.582,3.582,,4343.562,3.582
123,0.14;100%;1P;I08-1.tif,25.662,1529.525,582.079,1525.943,580.288,7.164,3.582,,5599.062,7.164
124,0.14;100%;1P;I08-1.tif,51.324,2220.856,583.87,2217.274,580.288,7.164,7.164,,4907.731,7.164
125,0.14;100%;1P;I08-1.tif,12.831,539.095,585.661,537.304,583.87,3.582,3.582,,6589.492,3.582
126,0.14;100%;1P;I08-1.tif,12.831,467.454,607.153,465.663,605.362,3.582,3.582,,6661.133,3.582
127,0.14;100%;1P;I08-1.tif,12.831,2122.35,614.317,2120.559,612.526,3.582,3.582,,5006.237,3.582
128,0.14;100%;1P;I08-1.tif,51.324,1971.905,619.69,1966.532,616.108,10.746,7.164,,5156.682,10.746
129,0.14;100%;1P;I08-1.tif,89.816,2438.592,625.063,2432.195,619.69,10.746,10.746,,4689.995,10.746
130,0.14;100%;1P;I08-1.tif,38.493,943.864,634.616,938.491,630.437,10.746,7.164,,6184.723,10.746
131,0.14;100%;1P;I08-1.tif,12.831,2032.8,635.81,2031.009,634.019,3.582,3.582,,5095.787,3.582
132,0.14;100%;1P;I08-1.tif,12.831,954.61,639.392,952.819,637.601,3.582,3.582,,6173.977,3.582
133,0.14;100%;1P;I08-1.tif,102.647,1683.552,648.794,1676.388,641.183,14.328,14.328,,5445.035,14.328
134,0.14;100%;1P;I08-1.tif,25.662,2797.562,642.974,2793.98,641.183,7.164,3.582,,4331.025,7.164
135,0.14;100%;1P;I08-1.tif,25.662,3023.23,644.765,3019.648,641.183,7.164,7.164,,4105.357,7.164
136,0.14;100%;1P;I08-1.tif,38.493,764.762,652.526,759.389,648.347,10.746,7.164,,6363.825,10.746
137,0.14;100%;1P;I08-1.tif,25.662,2419.658,666.257,2417.867,662.675,3.582,7.164,,4708.929,3.582
138,0.14;100%;1P;I08-1.tif,128.309,418.739,683.451,411.933,677.003,14.328,14.328,,6709.848,14.328
139,0.14;100%;1P;I08-1.tif,12.831,528.349,685.958,526.558,684.167,3.582,3.582,,6600.238,3.582
140,0.14;100%;1P;I08-1.tif,25.662,1196.397,687.749,1192.815,684.167,7.164,7.164,,5932.19,7.164
141,0.14;100%;1P;I08-1.tif,12.831,1531.316,685.958,1529.525,684.167,3.582,3.582,,5597.271,3.582
142,0.14;100%;1P;I08-1.tif,295.111,1683.318,693.433,1672.806,684.167,17.91,21.492,,5445.269,17.91
143,0.14;100%;1P;I08-1.tif,12.831,2179.663,689.54,2177.872,687.749,3.582,3.582,,4948.924,3.582
144,0.14;100%;1P;I08-1.tif,25.662,1191.024,694.913,1189.233,691.331,3.582,7.164,,5937.563,3.582
145,0.14;100%;1P;I08-1.tif,115.478,2625.028,697.5,2618.461,691.331,14.328,10.746,,4503.559,14.328
146,0.14;100%;1P;I08-1.tif,102.647,2657.415,697.152,2647.117,691.331,17.91,10.746,,4471.172,17.91
147,0.14;100%;1P;I08-1.tif,12.831,1352.215,696.704,1350.424,694.913,3.582,3.582,,5776.372,3.582
148,0.14;100%;1P;I08-1.tif,12.831,2469.807,703.868,2468.016,702.077,3.582,3.582,,4658.78,3.582
149,0.14;100%;1P;I08-1.tif,12.831,2727.713,703.868,2725.922,702.077,3.582,3.582,,4400.874,3.582
150,0.14;100%;1P;I08-1.tif,12.831,428.052,711.032,426.261,709.241,3.582,3.582,,6700.535,3.582
151,0.14;100%;1P;I08-1.tif,38.493,820.881,713.42,816.702,709.241,7.164,7.164,,6307.706,7.164
152,0.14;100%;1P;I08-1.tif,12.831,2645.326,718.196,2643.535,716.405,3.582,3.582,,4483.261,3.582
153,0.14;100%;1P;I08-1.tif,38.493,1489.526,724.166,1486.541,719.987,7.164,7.164,,5639.061,7.164
154,0.14;100%;1P;I08-1.tif,76.985,1936.682,732.524,1927.13,727.151,17.91,10.746,,5191.905,17.91
155,0.14;100%;1P;I08-1.tif,38.493,1894.295,733.718,1891.31,730.733,7.164,7.164,,5234.292,7.164
156,0.14;100%;1P;I08-1.tif,89.816,1295.926,747.364,1289.529,741.479,10.746,10.746,,5832.661,10.746
157,0.14;100%;1P;I08-1.tif,179.633,642.974,764.762,634.019,755.807,17.91,17.91,,6485.613,17.91
158,0.14;100%;1P;I08-1.tif,179.633,666.513,763.995,659.093,755.807,14.328,17.91,,6462.074,14.328
159,0.14;100%;1P;I08-1.tif,12.831,2534.283,757.598,2532.492,755.807,3.582,3.582,,4594.304,3.582
160,0.14;100%;1P;I08-1.tif,333.604,994.701,770.411,977.893,759.389,32.238,21.492,,6133.886,32.238
161,0.14;100%;1P;I08-1.tif,25.662,1221.471,768.345,1217.889,766.554,7.164,3.582,,5907.116,7.164
162,0.14;100%;1P;I08-1.tif,307.942,902.223,790.284,888.342,777.3,25.074,25.074,,6226.364,25.074
163,0.14;100%;1P;I08-1.tif,89.816,2667.842,782.161,2661.445,777.3,10.746,10.746,,4460.745,10.746
164,0.14;100%;1P;I08-1.tif,102.647,651.929,789.389,644.765,784.464,14.328,10.746,,6476.658,14.328
165,0.14;100%;1P;I08-1.tif,25.662,1015.504,791.628,1013.713,788.046,3.582,7.164,,6113.083,3.582
166,0.14;100%;1P;I08-1.tif,51.324,1443.556,791.628,1439.974,788.046,7.164,7.164,,5685.031,7.164
167,0.14;100%;1P;I08-1.tif,25.662,995.803,795.21,992.221,791.628,7.164,7.164,,6132.784,7.164
168,0.14;100%;1P;I08-1.tif,25.662,2652.49,795.21,2650.699,791.628,3.582,7.164,,4476.097,3.582
169,0.14;100%;1P;I08-1.tif,115.478,982.072,802.175,977.893,795.21,10.746,14.328,,6146.515,10.746
170,0.14;100%;1P;I08-1.tif,128.309,995.087,812.045,988.639,805.956,14.328,10.746,,6133.5,14.328
171,0.14;100%;1P;I08-1.tif,128.309,2772.488,815.627,2765.324,809.538,14.328,10.746,,4356.099,14.328
172,0.14;100%;1P;I08-1.tif,38.493,1205.352,816.105,1199.979,813.12,10.746,7.164,,5923.235,10.746
173,0.14;100%;1P;I08-1.tif,12.831,943.864,822.075,942.073,820.284,3.582,3.582,,6184.723,3.582
174,0.14;100%;1P;I08-1.tif,12.831,1291.32,832.821,1289.529,831.03,3.582,3.582,,5837.267,3.582
175,0.14;100%;1P;I08-1.tif,12.831,1524.152,839.985,1522.361,838.194,3.582,3.582,,5604.435,3.582
176,0.14;100%;1P;I08-1.tif,141.14,878.085,846.823,870.432,841.776,14.328,10.746,,6250.502,14.328
177,0.14;100%;1P;I08-1.tif,12.831,2305.034,843.567,2303.243,841.776,3.582,3.582,,4823.553,3.582
178,0.14;100%;1P;I08-1.tif,12.831,2136.678,850.731,2134.887,848.94,3.582,3.582,,4991.909,3.582
179,0.14;100%;1P;I08-1.tif,12.831,1319.976,872.223,1318.185,870.432,3.582,3.582,,5808.611,3.582
180,0.14;100%;1P;I08-1.tif,564.56,881.097,897.786,870.432,881.178,25.074,35.82,,6247.49,25.074
181,0.14;100%;1P;I08-1.tif,38.493,3054.871,884.163,3051.886,881.178,7.164,7.164,,4073.716,7.164
182,0.14;100%;1P;I08-1.tif,51.324,859.686,888.342,856.104,884.76,7.164,7.164,,6268.901,7.164
183,0.14;100%;1P;I08-1.tif,141.14,2518.653,890.459,2511,884.76,14.328,10.746,,4609.934,14.328
184,0.14;100%;1P;I08-1.tif,76.985,28.656,893.715,25.074,888.342,7.164,10.746,,7099.931,7.164
185,0.14;100%;1P;I08-1.tif,51.324,2606.819,902.67,2604.133,895.506,7.164,14.328,,4521.768,7.164
186,0.14;100%;1P;I08-1.tif,38.493,1224.456,906.85,1221.471,902.67,7.164,7.164,,5904.131,7.164
187,0.14;100%;1P;I08-1.tif,12.831,1158.785,922.372,1156.994,920.581,3.582,3.582,,5969.802,3.582
188,0.14;100%;1P;I08-1.tif,38.493,2178.469,927.148,2174.29,924.163,7.164,7.164,,4950.118,7.164
189,0.14;100%;1P;I08-1.tif,12.831,1799.968,929.536,1798.177,927.745,3.582,3.582,,5328.619,3.582
190,0.14;100%;1P;I08-1.tif,38.493,2693.086,935.506,2690.101,931.327,7.164,7.164,,4435.501,7.164
191,0.14;100%;1P;I08-1.tif,12.831,3397.551,947.446,3395.76,945.655,3.582,3.582,,3731.036,3.582
192,0.14;100%;1P;I08-1.tif,25.662,745.061,952.819,741.479,949.237,7.164,7.164,,6383.526,7.164
193,0.14;100%;1P;I08-1.tif,2052.945,2347.592,976.729,2321.153,952.819,50.148,50.148,,4780.995,50.148
194,0.14;100%;1P;I08-1.tif,51.324,1114.01,959.983,1110.428,956.401,7.164,7.164,,6014.577,7.164
195,0.14;100%;1P;I08-1.tif,25.662,750.434,963.565,748.643,959.983,3.582,7.164,,6378.153,3.582
196,0.14;100%;1P;I08-1.tif,166.802,515.398,982.991,508.648,974.311,14.328,17.91,,6613.189,14.328
197,0.14;100%;1P;I08-1.tif,12.831,2971.29,979.684,2969.499,977.893,3.582,3.582,,4157.297,3.582
198,0.14;100%;1P;I08-1.tif,38.493,817.299,1011.922,813.12,1006.549,7.164,10.746,,6311.288,7.164
199,0.14;100%;1P;I08-1.tif,12.831,1047.743,1033.414,1045.952,1031.623,3.582,3.582,,6080.844,3.582
200,0.14;100%;1P;I08-1.tif,25.662,1499.078,1038.787,1497.287,1035.205,3.582,7.164,,5629.509,3.582
201,0.14;100%;1P;I08-1.tif,102.647,1069.235,1045.952,1063.862,1038.787,10.746,14.328,,6059.352,10.746
202,0.14;100%;1P;I08-1.tif,333.604,1471.11,1053.116,1457.884,1042.369,28.656,17.91,,5657.477,28.656
203,0.14;100%;1P;I08-1.tif,12.831,2967.708,1047.743,2965.917,1045.952,3.582,3.582,,4160.879,3.582
204,0.14;100%;1P;I08-1.tif,12.831,1072.817,1054.907,1071.026,1053.116,3.582,3.582,,6055.77,3.582
205,0.14;100%;1P;I08-1.tif,25.662,2557.566,1058.489,2553.984,1056.698,7.164,3.582,,4571.021,7.164
206,0.14;100%;1P;I08-1.tif,12.831,675.212,1069.235,673.421,1067.444,3.582,3.582,,6453.375,3.582
207,0.14;100%;1P;I08-1.tif,12.831,1950.413,1069.235,1948.622,1067.444,3.582,3.582,,5178.174,3.582
208,0.14;100%;1P;I08-1.tif,38.493,2651.296,1070.429,2647.117,1067.444,7.164,7.164,,4477.291,7.164
209,0.14;100%;1P;I08-1.tif,38.493,849.537,1074.011,845.358,1071.026,7.164,7.164,,6279.05,7.164
210,0.14;100%;1P;I08-1.tif,12.831,2530.701,1079.981,2528.91,1078.19,3.582,3.582,,4597.886,3.582
211,0.14;100%;1P;I08-1.tif,25.662,1121.174,1087.145,1117.592,1085.354,7.164,3.582,,6007.413,7.164
212,0.14;100%;1P;I08-1.tif,12.831,714.614,1101.473,712.823,1099.682,3.582,3.582,,6413.973,3.582
213,0.14;100%;1P;I08-1.tif,12.831,1642.359,1105.055,1640.568,1103.264,3.582,3.582,,5486.228,3.582
214,0.14;100%;1P;I08-1.tif,12.831,438.798,1115.801,437.007,1114.01,3.582,3.582,,6689.789,3.582
215,0.14;100%;1P;I08-1.tif,25.662,2066.829,1119.383,2063.247,1117.592,7.164,3.582,,5061.758,7.164
216,0.14;100%;1P;I08-1.tif,89.816,1101.473,1138.317,1096.1,1131.92,10.746,14.328,,6027.114,10.746
217,0.14;100%;1P;I08-1.tif,12.831,1832.206,1137.293,1830.415,1135.502,3.582,3.582,,5296.381,3.582
218,0.14;100%;1P;I08-1.tif,25.662,603.571,1142.666,601.78,1139.084,3.582,7.164,,6525.016,3.582
219,0.14;100%;1P;I08-1.tif,102.647,2195.782,1146.248,2188.618,1139.084,14.328,14.328,,4932.805,14.328
220,0.14;100%;1P;I08-1.tif,12.831,1108.637,1144.457,1106.846,1142.666,3.582,3.582,,6019.95,3.582
221,0.14;100%;1P;I08-1.tif,25.662,2711.593,1144.457,2708.011,1142.666,7.164,3.582,,4416.994,7.164
222,0.14;100%;1P;I08-1.tif,12.831,1939.667,1148.039,1937.876,1146.248,3.582,3.582,,5188.92,3.582
223,0.14;100%;1P;I08-1.tif,25.662,3590.981,1164.158,3589.19,1160.576,3.582,7.164,,3537.606,3.582
224,0.14;100%;1P;I08-1.tif,12.831,1097.891,1173.113,1096.1,1171.322,3.582,3.582,,6030.696,3.582
225,0.14;100%;1P;I08-1.tif,38.493,1382.065,1175.501,1379.08,1171.322,7.164,7.164,,5746.522,7.164
226,0.14;100%;1P;I08-1.tif,25.662,2281.75,1176.695,2278.168,1174.904,7.164,3.582,,4846.837,7.164
227,0.14;100%;1P;I08-1.tif,38.493,2268.019,1181.471,2263.84,1178.486,7.164,7.164,,4860.568,7.164
228,0.14;100%;1P;I08-1.tif,64.155,2146.708,1186.009,2142.051,1182.068,10.746,7.164,,4981.879,10.746
229,0.14;100%;1P;I08-1.tif,12.831,2283.541,1183.859,2281.75,1182.068,3.582,3.582,,4845.046,3.582
230,0.14;100%;1P;I08-1.tif,12.831,2455.479,1208.934,2453.688,1207.143,3.582,3.582,,4673.108,3.582
231,0.14;100%;1P;I08-1.tif,12.831,2931.888,1208.934,2930.097,1207.143,3.582,3.582,,4196.699,3.582
232,0.14;100%;1P;I08-1.tif,115.478,666.058,1233.212,659.093,1228.635,14.328,10.746,,6462.529,14.328
233,0.14;100%;1P;I08-1.tif,76.985,2999.35,1258.485,2994.573,1253.709,10.746,10.746,,4129.237,10.746
