 ,Label,Area,X,Y,BX,BY,Width,Height
285,20231005-B-S-SP-left-I_00-1.tif,7.329,1327.917,1100.506,1326.563,1099.152,2.707,2.707
286,20231005-B-S-SP-left-I_00-1.tif,14.659,1373.941,1101.860,1372.587,1099.152,2.707,5.415
287,20231005-B-S-SP-left-I_00-1.tif,7.329,1379.355,1100.506,1378.001,1099.152,2.707,2.707
288,20231005-B-S-SP-left-I_00-1.tif,21.988,1741.227,1101.408,1738.069,1099.152,5.415,5.415
289,20231005-B-S-SP-left-I_00-1.tif,14.659,1781.385,1100.506,1778.678,1099.152,5.415,2.707
290,20231005-B-S-SP-left-I_00-1.tif,285.844,1237.119,1110.502,1226.394,1101.860,21.658,18.951
291,20231005-B-S-SP-left-I_00-1.tif,7.329,1292.722,1103.213,1291.369,1101.860,2.707,2.707
292,20231005-B-S-SP-left-I_00-1.tif,87.952,2191.311,1108.853,2187.476,1101.860,8.122,13.536
293,20231005-B-S-SP-left-I_00-1.tif,36.647,1772.451,1115.667,1767.849,1112.689,8.122,5.415
294,20231005-B-S-SP-left-I_00-1.tif,7.329,1780.031,1114.042,1778.678,1112.689,2.707,2.707
295,20231005-B-S-SP-left-I_00-1.tif,7.329,1227.748,1119.457,1226.394,1118.103,2.707,2.707
296,20231005-B-S-SP-left-I_00-1.tif,58.635,1164.804,1126.225,1158.712,1120.811,10.829,10.829
297,20231005-B-S-SP-left-I_00-1.tif,322.490,1333.024,1130.840,1318.441,1120.811,24.365,24.365
298,20231005-B-S-SP-left-I_00-1.tif,7.329,1406.428,1124.871,1405.074,1123.518,2.707,2.707
299,20231005-B-S-SP-left-I_00-1.tif,7.329,1141.115,1130.286,1139.761,1128.932,2.707,2.707
300,20231005-B-S-SP-left-I_00-1.tif,7.329,1403.720,1132.993,1402.367,1131.640,2.707,2.707
301,20231005-B-S-SP-left-I_00-1.tif,14.659,1233.162,1137.054,1231.809,1134.347,2.707,5.415
302,20231005-B-S-SP-left-I_00-1.tif,7.329,1325.210,1135.701,1323.856,1134.347,2.707,2.707
303,20231005-B-S-SP-left-I_00-1.tif,7.329,1225.041,1138.408,1223.687,1137.054,2.707,2.707
304,20231005-B-S-SP-left-I_00-1.tif,7.329,1225.041,1143.822,1223.687,1142.469,2.707,2.707
305,20231005-B-S-SP-left-I_00-1.tif,7.329,1230.455,1143.822,1229.101,1142.469,2.707,2.707
306,20231005-B-S-SP-left-I_00-1.tif,7.329,1043.653,1149.237,1042.300,1147.883,2.707,2.707
307,20231005-B-S-SP-left-I_00-1.tif,29.317,1185.785,1149.237,1180.371,1147.883,10.829,2.707
308,20231005-B-S-SP-left-I_00-1.tif,190.562,1091.759,1158.608,1082.909,1150.591,18.951,18.951
309,20231005-B-S-SP-left-I_00-1.tif,65.964,1510.808,1158.863,1505.243,1153.298,10.829,10.829
310,20231005-B-S-SP-left-I_00-1.tif,7.329,1336.039,1160.066,1334.685,1158.712,2.707,2.707
311,20231005-B-S-SP-left-I_00-1.tif,7.329,2137.391,1160.066,2136.038,1158.712,2.707,2.707
312,20231005-B-S-SP-left-I_00-1.tif,256.526,1159.138,1180.564,1147.883,1172.249,21.658,18.951
313,20231005-B-S-SP-left-I_00-1.tif,1260.643,1695.665,1193.183,1673.094,1172.249,54.145,43.316
314,20231005-B-S-SP-left-I_00-1.tif,1751.708,2037.981,1194.128,2011.503,1172.249,54.145,48.731
315,20231005-B-S-SP-left-I_00-1.tif,14.659,1442.976,1183.078,1440.269,1180.371,5.415,5.415
316,20231005-B-S-SP-left-I_00-1.tif,7.329,1476.817,1181.724,1475.463,1180.371,2.707,2.707
317,20231005-B-S-SP-left-I_00-1.tif,87.952,1109.530,1189.620,1104.567,1183.078,10.829,10.829
318,20231005-B-S-SP-left-I_00-1.tif,7.329,1614.888,1184.431,1613.534,1183.078,2.707,2.707
319,20231005-B-S-SP-left-I_00-1.tif,21.988,1650.082,1184.431,1646.021,1183.078,8.122,2.707
320,20231005-B-S-SP-left-I_00-1.tif,1693.073,816.981,1211.785,790.523,1188.492,51.438,46.024
321,20231005-B-S-SP-left-I_00-1.tif,183.233,1440.973,1195.369,1429.440,1188.492,24.365,13.536
322,20231005-B-S-SP-left-I_00-1.tif,249.197,1571.332,1196.535,1556.681,1188.492,32.487,16.244
323,20231005-B-S-SP-left-I_00-1.tif,36.647,1372.316,1193.095,1367.172,1191.200,10.829,5.415
324,20231005-B-S-SP-left-I_00-1.tif,7.329,1647.375,1192.553,1646.021,1191.200,2.707,2.707
325,20231005-B-S-SP-left-I_00-1.tif,7.329,1206.090,1195.261,1204.736,1193.907,2.707,2.707
326,20231005-B-S-SP-left-I_00-1.tif,7.329,1501.182,1195.261,1499.829,1193.907,2.707,2.707
327,20231005-B-S-SP-left-I_00-1.tif,7.329,1303.551,1197.968,1302.198,1196.614,2.707,2.707
328,20231005-B-S-SP-left-I_00-1.tif,329.819,1327.676,1207.173,1315.734,1196.614,24.365,21.658
329,20231005-B-S-SP-left-I_00-1.tif,7.329,1636.546,1197.968,1635.192,1196.614,2.707,2.707
330,20231005-B-S-SP-left-I_00-1.tif,571.687,948.448,1211.296,934.009,1199.321,27.073,24.365
331,20231005-B-S-SP-left-I_00-1.tif,227.209,2077.744,1212.290,2068.356,1202.029,16.244,18.951
332,20231005-B-S-SP-left-I_00-1.tif,14.659,1082.909,1207.443,1080.201,1204.736,5.415,5.415
333,20231005-B-S-SP-left-I_00-1.tif,3657.331,1492.518,1236.635,1456.512,1204.736,73.096,64.975
334,20231005-B-S-SP-left-I_00-1.tif,36.647,1064.770,1213.670,1061.251,1210.151,8.122,8.122
335,20231005-B-S-SP-left-I_00-1.tif,7.329,1284.601,1211.504,1283.247,1210.151,2.707,2.707
