900.0557251	0.277940601	0.503728271	0.205470964	0.023175765	0.139066473	0.096854322
898.9962158	0.279120505	0.505422413	0.206913456	0.024358666	0.138911396	0.094980553
897.9360962	0.284007132	0.505924106	0.208349735	0.025182934	0.141956344	0.096379638
897.0081177	0.281214893	0.50804466	0.204907924	0.022110244	0.140300021	0.095508248
895.9469604	0.282725453	0.506440282	0.209213108	0.024008268	0.140312478	0.093299113
895.0180054	0.283571065	0.507051945	0.208505392	0.023504311	0.144033507	0.096723214
893.9558716	0.283468515	0.510202169	0.208004504	0.023944695	0.140269592	0.096307285
893.026001	0.280858129	0.508806229	0.208792821	0.024618382	0.143931702	0.095945045
891.9628296	0.284029931	0.509732842	0.208857849	0.026601806	0.143366426	0.095587306
891.0321045	0.286202312	0.510499716	0.211150602	0.028584212	0.14774318	0.098680459
889.9678345	0.288157195	0.510834575	0.209220395	0.028118167	0.146202937	0.09800899
889.0361938	0.285816729	0.51405859	0.211430192	0.024000062	0.144564971	0.09859018
887.9709473	0.288601577	0.515916348	0.211453065	0.028394954	0.145228848	0.100604981
887.0383911	0.288031012	0.515386939	0.211488232	0.027410744	0.143702611	0.097488977
885.9721069	0.290979892	0.515785933	0.212350443	0.027854944	0.139558524	0.097597465
885.0386963	0.290597975	0.518208385	0.212525144	0.028475683	0.139860973	0.097047776
883.9713745	0.289344251	0.514791608	0.213480771	0.026602577	0.141463801	0.101269268
883.0370483	0.287833691	0.516493738	0.212750688	0.026687432	0.140336782	0.095964126
881.96875	0.290761471	0.516012311	0.215597779	0.028503269	0.141549856	0.095195182
881.0335083	0.291859508	0.517351985	0.214244694	0.026792046	0.141571194	0.095779747
879.9641724	0.293617785	0.518363416	0.214901954	0.029685212	0.144599423	0.097766288
879.0280762	0.291691959	0.516567707	0.215839312	0.028086325	0.138504297	0.099108167
877.9577026	0.293139994	0.515429497	0.213965908	0.028103115	0.145697117	0.097174771
877.0206909	0.29357484	0.518713534	0.217598155	0.030411178	0.147107691	0.098781899
875.9493408	0.29494381	0.522588313	0.217858672	0.029142544	0.143983483	0.102200776
875.0114136	0.291345954	0.518509328	0.215499505	0.027212875	0.143338278	0.099923402
873.9390259	0.29410091	0.52086705	0.216558665	0.02845946	0.145512626	0.100164972
873.0002441	0.296711385	0.521437347	0.217330068	0.027137697	0.146608114	0.09892153
872.0610962	0.296854079	0.522445202	0.223113239	0.033016846	0.14688009	0.103042841
870.9872437	0.300399184	0.519749343	0.21925208	0.029502068	0.150649488	0.102597214
870.0471191	0.299296558	0.527147114	0.222734466	0.031093672	0.149812728	0.099625275
868.97229	0.295669854	0.526949346	0.221665889	0.032223642	0.146058738	0.103639022
868.031311	0.297232449	0.523641586	0.220720574	0.030002052	0.142662242	0.101752929
866.9554443	0.298880637	0.529810131	0.218643218	0.028785391	0.144087598	0.10081245
866.0136108	0.301056892	0.523529589	0.223928601	0.028668681	0.146273479	0.104203083
864.9367676	0.303290695	0.525904536	0.224268243	0.031001611	0.149828881	0.104993269
863.9940796	0.3004421	0.524801314	0.216759637	0.028907001	0.14324902	0.099834561
863.0509644	0.304677784	0.530475617	0.224665746	0.032991569	0.149363741	0.10473948
861.9725952	0.302136928	0.527836502	0.220826358	0.02874158	0.146608621	0.097456932
861.0286255	0.306200862	0.531915605	0.226329505	0.032554504	0.146115124	0.104768403
859.9492798	0.302865833	0.528141201	0.22171329	0.028567651	0.14449358	0.097537026
859.0044556	0.304781616	0.525633097	0.221109018	0.031051906	0.143485248	0.100072689
858.0592041	0.301292241	0.528701305	0.222754091	0.031752478	0.143446341	0.104332291
856.9783936	0.306529492	0.527885675	0.22364296	0.033606414	0.148222864	0.104802541
